Date,x1:Primary Column Reflux Flow,x2:Primary Column Tails Flow,x3:Input to Primary Column Bed 3 Flow,x4:Input to Primary Column Bed 2 Flow,x5:Primary Column Feed Flow from Feed Column,x6:Primary Column Make Flow,x7:Primary Column Base Level,x8:Primary Column Reflux Drum Pressure,x9:Primary Column Condenser Reflux Drum Level,x10:Primary Column Bed1 DP,x11:Primary Column Bed2 DP,x12:Primary Column Bed3 DP,x13:Primary Column Bed4 DP,x14:Primary Column Base Pressure,x15:Primary Column Head Pressure,x16:Primary Column Tails Temperature,x17:Primary Column Tails Temperature 1,x18:Primary Column Bed 4 Temperature,x19:Primary Column Bed 3 Temperature,x20:Primary Column Bed 2 Temperature,x21:Primary Column Bed 1 Temperature,x22: Secondary Column Base Concentration,x23: Flow from Input to Secondary Column,x24: Secondary Column Tails Flow,x25: Secondary Column Tray DP,x26: Secondary Column Head Pressure,x27: Secondary Column Base Pressure,x28: Secondary Column Base Temperature,x29: Secondary Column Tray 3 Temperature,x30: Secondary Column Bed 1 Temperature,x31: Secondary Column Bed 2 Temperature,x32: Secondary Column Tray 2 Temperature,x33: Secondary Column Tray 1 Temperature,x34: Secondary Column Tails Temperature,x35: Secondary Column Tails Concentration,x36: Feed Column Recycle Flow,x37: Feed Column Tails Flow to Primary Column,x38: Feed Column Calculated DP,x39: Feed Column Steam Flow,x40: Feed Column Tails Flow,Avg_Reactor_Outlet_Impurity,Avg_Delta_Composition Primary Column,y:Impurity,Primary Column Reflux/Feed Ratio,Primary Column Make/Reflux Ratio
12/1/15 10:00,328.446,46.1261,2097.47,2173.7,98.662,96.2154,53.9732,41.991,54.2039,6.65773,10.3452,7.54131,8.13122,43.1254,41.9681,53.686,23.3203,49.943,50.0074,51.2442,51.7995,0.0150798,1556.95,8.98171,6.37274,43.6553,44.6578,142.883,66.8637,59.8138,56.2869,82.2179,123.175,142.134,0.0138226,62.9051,45.0085,67.1129,8.70589,100.152,5.33084,1.51601,1.64262,3.329,0.292941
12/1/15 11:00,325.925,45.997,2099.54,2110.94,98.7879,95.273,55.0495,40.918,53.7414,6.92506,10.9228,7.61452,8.4135,42.157,40.9345,53.6327,24.1063,49.4063,49.5402,50.7551,51.3177,0.0136814,1498.28,8.84584,5.57951,42.557,43.5285,143.1,74.9035,60.1066,55.8191,132.025,124.175,142.72,0.0121952,62.869,45.0085,65.1496,8.68831,100.243,5.26191,1.47805,1.58447,3.29924,0.292316
12/1/15 12:00,326.969,45.9023,2105.57,1972.17,98.4494,95.6777,54.8734,40.984,53.7012,6.87918,10.8305,7.87751,8.69578,42.2178,40.9662,53.1809,24.9696,49.4561,49.578,50.8025,51.3747,0.0134383,1387.1,8.71393,5.53857,42.5843,43.5893,143.301,78.1035,60.4145,55.8896,136.61,123.153,142.814,0.0121727,62.869,45.0085,69.4912,8.69197,99.961,5.28211,1.51104,1.52631,3.32118,0.292621
12/1/15 13:00,325.439,46.0428,2093.61,2134.16,96.2474,93.8971,55.0073,40.9981,53.2262,6.72612,10.78,7.84894,8.42517,42.157,40.9844,53.8454,25.1519,49.4346,49.5635,50.7716,51.3436,0.0141053,1517.3,8.83775,5.76581,42.6496,43.6345,142.833,69.6101,60.3674,55.8707,119.131,129.194,142.248,0.0127835,62.8583,45.0085,67.8873,8.69711,99.8907,5.2546,1.36535,1.46815,3.38127,0.288524
12/1/15 14:00,322.439,46.0614,2108.64,2124.04,96.8568,94.1683,54.5115,40.9982,53.3624,6.67176,10.6331,7.60568,8.16641,42.1223,40.9583,53.9291,25.4557,49.437,49.5588,50.7741,51.3531,0.0141675,1579.71,8.93498,5.92167,42.6374,43.5967,142.649,68.669,60.2442,55.8564,104.884,127.651,141.955,0.0130796,62.8558,45.0085,69.2825,8.7071,99.8578,5.29914,1.52085,1.41,3.32903,0.29205
12/1/15 15:00,322.402,45.9821,2104.28,2233.15,96.894,94.1798,54.2862,40.9888,53.2537,6.6298,10.5674,8.01337,8.44582,42.0993,40.911,53.4808,25.7638,49.418,49.5399,50.7646,51.3341,0.0141675,1665.51,8.87937,5.79764,42.5746,43.5819,142.632,69.1324,60.4334,55.842,114.833,129.175,142.134,0.0128505,62.8588,45.0085,67.9772,8.72056,99.9187,5.32702,1.51294,1.44087,3.32737,0.292119
12/1/15 16:00,319.415,45.9553,2103.04,2157.86,97.4059,93.6264,54.6068,41.0311,52.4982,6.57577,10.3753,7.36636,8.16151,42.1874,41.0268,52.6796,23.6961,49.4609,49.5638,50.7719,51.332,0.0144106,1473.05,8.75316,5.79273,42.7075,43.7108,142.699,68.7692,60.3388,55.8518,100.084,127.129,141.974,0.013041,62.8622,45.0085,66.0214,8.69039,99.9805,5.31965,1.53251,1.49023,3.27922,0.293118
12/1/15 17:00,322.866,46.0199,2103.65,1978.91,98.3458,94.9537,55.0634,40.9934,52.2902,6.68106,10.6212,7.8528,8.51838,42.2029,40.954,52.7627,23.4722,49.4489,49.5494,50.7717,51.3175,0.0144106,1595.56,8.65571,5.80468,42.711,43.7183,142.515,68.546,60.3388,55.8329,90.4801,125.864,141.965,0.0130316,62.8639,45.0085,66.3698,8.70297,100.114,5.33275,1.52599,1.53959,3.28296,0.294097
12/1/15 18:00,323.533,46.0234,2105.26,1813.85,100.101,95.1586,55.0832,40.9934,52.6246,6.77965,10.6312,7.84705,8.4135,42.1947,40.9725,52.6865,22.7661,49.4653,49.5682,50.7718,51.3531,0.0151398,1574.97,8.7789,5.86834,42.7231,43.757,141.83,67.6715,60.036,55.8518,84.7712,118.139,141.247,0.0138694,62.8843,45.0085,68.9946,8.69638,101.589,5.40777,1.54448,1.58894,3.23206,0.294123
12/1/15 19:00,326.708,46.1943,2096.21,2106.12,99.5722,96.3236,55.6153,41.0217,52.9132,6.95116,10.9632,7.8411,8.69578,42.2786,41.0247,52.5111,22.526,49.4935,49.6016,50.8142,51.3794,0.0156259,1404.58,8.79869,5.9777,42.8097,43.6501,141.435,66.9439,59.6238,55.9085,79.1779,108.196,140.974,0.0140815,62.8669,45.0085,65.7751,8.68192,101.107,5.34176,1.5256,1.6383,3.28112,0.294831
12/1/15 20:00,330.082,45.9936,2104.54,2171.53,98.4124,96.2888,55.2908,40.9888,53.3826,6.93361,10.921,8.05472,8.69578,42.2557,41.0506,52.8688,22.3133,49.4914,49.5966,50.812,51.3911,0.0151398,1532.32,8.83204,5.94634,42.8005,43.5893,141.83,66.7974,59.5439,55.8943,81.0743,109.492,141.087,0.0139285,62.8694,45.0085,66.739,8.69239,99.8563,5.4489,1.51592,1.68766,3.35407,0.291712
12/1/15 21:00,329.705,45.982,2098.81,2184.87,98.9488,94.603,55.0297,40.9887,53.2036,6.81327,10.6946,8.12338,8.41934,42.2178,40.9798,52.8307,21.9869,49.4749,49.5872,50.8025,51.3721,0.0153829,1539.09,8.87901,6.07702,42.7768,43.5285,141.553,66.3865,59.2789,55.8707,79.8188,108.699,141.096,0.0139653,62.869,45.0085,67.5515,8.69441,100.384,5.36378,1.52571,1.7,3.33207,0.286932
12/1/15 22:00,323.74,46.0467,2098.58,2110.72,97.5023,94.8674,55.0761,40.9934,52.7927,6.7728,10.603,7.81491,8.4135,42.1874,41.0224,52.8384,21.7317,49.4441,49.5754,50.7858,51.3554,0.0151398,1555.16,8.84419,6.02292,42.6824,43.734,141.948,66.4335,59.2455,55.8329,81.4925,111.79,141.342,0.0137213,62.8605,45.0085,67.5902,8.69468,100.01,5.34996,1.498,1.7,3.32033,0.293036
12/1/15 23:00,324.011,46.0123,2104.43,2039.76,97.9724,94.5115,54.9801,40.9934,52.4567,6.67558,10.5321,7.77974,8.4135,42.1962,40.995,52.6474,21.571,49.4536,49.5687,50.7998,51.3721,0.0150696,1599.84,8.8017,6.13994,42.7976,43.7932,142.031,66.3012,59.3357,55.8329,79.6319,121.601,141.484,0.0135393,62.86,45.0085,67.9534,8.68528,99.9919,5.30463,1.52637,1.7,3.30716,0.291692
12/2/15 0:00,323.63,45.9895,2090.74,2000.88,97.5097,94.6134,54.3864,40.9887,53.4909,6.65892,10.357,7.57866,8.17504,42.1803,41.0085,52.481,21.3671,49.4419,49.5565,50.7668,51.3458,0.0146536,1566.72,8.90687,6.09867,42.7417,43.7412,142.314,66.3668,59.2978,55.8284,80.4533,120.382,141.644,0.0134668,62.8554,45.0085,69.6167,8.70131,100.188,5.33656,1.51034,1.7,3.31896,0.29235
12/2/15 1:00,320.692,45.9209,2103.25,2205.99,98.0965,94.3998,54.7446,41.0217,52.7459,6.661,10.357,7.81146,8.13122,42.1874,41.0081,52.3901,21.1545,49.463,49.5802,50.7812,51.3508,0.0156259,1530.95,8.77077,6.01284,42.7296,43.6953,141.503,65.9987,59.0471,55.8139,76.26,106.2,141.031,0.0140296,62.866,45.0085,66.2716,8.69119,99.704,5.31553,1.50241,1.7,3.26915,0.294362
12/2/15 2:00,324.106,45.9746,2101.29,2133.55,97.5244,94.0895,54.404,40.9934,52.7559,6.64161,10.3335,7.84894,8.18851,42.1647,40.968,51.763,20.4513,49.4441,49.5589,50.7741,51.3436,0.0153829,1428.78,8.82585,6.08959,42.706,43.6274,141.697,65.7622,58.9052,55.7761,76.4141,106.794,141.031,0.0139598,62.8703,45.0085,67.2306,8.71408,99.8338,5.24362,1.53346,1.7,3.32333,0.290305
12/2/15 3:00,326.294,45.9891,2092.47,2121.73,98.7282,95.2893,54.6625,41.0028,53.2196,6.73669,10.5665,7.898,8.30373,42.2178,41.0009,52.3827,19.7178,49.4536,49.5848,50.8025,51.358,0.0153829,1466.09,8.80146,6.15753,42.7481,43.7333,141.697,65.5926,58.8814,55.828,77.707,107.753,141.191,0.0137913,62.8775,45.0068,67.6458,8.68745,100.172,5.31019,1.5195,1.7,3.30497,0.292035
12/2/15 4:00,327.563,46.3352,2094.37,1242.92,98.127,95.7709,55.0713,41.0121,52.6452,6.87839,10.8371,8.12338,8.4135,42.2671,41.0152,52.5461,19.2317,49.463,49.5907,50.8179,51.3685,0.0151398,1505.87,8.73404,6.2291,42.7937,43.8439,142.031,65.571,58.8814,55.8329,77.9526,109.545,141.389,0.0137153,62.8775,45.0068,66.7606,8.69975,99.497,5.35622,1.56088,1.7,3.33815,0.292374
12/2/15 5:00,326.444,46.1071,2105.98,2076.04,99.3815,95.6636,55.0908,41.0028,52.8836,6.79209,10.6331,8.12338,8.4135,42.2482,40.9869,52.573,18.802,49.4441,49.5825,50.7907,51.3531,0.0150802,1476.45,8.76446,6.20153,42.7653,43.7945,142.13,65.6348,58.9714,55.8471,86.165,113.472,141.719,0.0133665,62.8758,45.0068,67.4606,8.6914,100.82,5.35176,1.52874,1.7,3.28475,0.293048
12/2/15 6:00,325.94,46.0692,2099.97,1745.88,98.6179,95.2854,54.8382,40.9793,53.4079,6.79076,10.6276,8.12338,8.13122,42.2249,40.9651,53.0744,18.6198,49.4674,49.6037,50.831,51.3838,0.0146536,1512.85,8.83104,6.44634,42.7622,43.7949,142.416,65.6161,59.1086,55.8518,82.4949,122.38,141.719,0.0133336,62.8788,45.0068,67.6842,8.6967,100.072,5.37662,1.536,1.7,3.30508,0.29234
12/2/15 7:00,325.179,46.0615,2103.58,1340.09,98.3545,94.9503,54.3926,41.0028,53.7828,6.74675,10.357,8.34524,8.39358,42.2786,41.0152,51.9226,18.1267,49.4681,49.587,50.8099,51.3699,0.0153829,1320.57,8.75336,6.27437,42.7475,43.7786,141.882,65.5493,58.9382,55.8329,84.6347,112.322,141.436,0.0136866,62.8758,45.0068,65.5897,8.68454,100.079,5.31576,1.5314,1.7,3.30619,0.291994
12/2/15 8:00,324.516,45.8652,2105.92,2125.71,97.8986,94.4462,53.7993,40.9888,54.4303,6.62541,10.5489,8.15071,8.13122,42.1945,40.9956,52.0534,17.704,49.4725,49.6015,50.8215,51.3699,0.0151398,1523.37,8.92381,6.17522,42.6678,43.7038,141.83,65.3181,58.8392,55.8285,80.3325,108.386,141.238,0.0137613,62.8673,45.0068,69.2269,8.70241,99.8029,5.38957,1.52442,1.7,3.31482,0.291037
12/2/15 9:00,327.077,45.9175,2098.85,1471.95,98.0821,94.7163,54.0531,40.9652,55.1349,6.84283,10.8529,8.40566,8.38035,42.2482,40.9182,51.7174,17.4076,49.4865,49.6272,50.8452,51.3957,0.0148967,1148.14,8.78771,6.27153,42.5433,43.6042,141.98,65.3181,58.8293,55.7665,86.7368,112.987,141.568,0.0134397,62.8779,45.0068,69.5246,8.67504,99.4739,5.29353,1.54425,1.7,3.33472,0.289584
12/2/15 10:00,322.95,45.8765,2106.32,2112.46,99.2936,95.2839,55.2673,41.0029,53.8593,6.72462,10.9171,8.40566,8.4135,42.2786,41.0033,51.7707,16.5755,49.4937,49.632,50.8429,51.3982,0.0141675,1604.99,8.63534,6.30003,42.647,43.7412,142.833,66.0272,59.2885,55.8329,95.5176,126.478,142.172,0.0128556,62.8788,45.0068,70.1843,8.67695,100.545,5.31805,1.53831,1.7,3.25247,0.295043
12/2/15 11:00,326.167,46.0086,2098.77,337.854,98.4125,95.4615,55.6384,40.9887,53.42,6.84069,10.9171,8.35077,8.4135,42.2786,40.9869,51.6796,16.302,49.4938,49.6345,50.843,51.4006,0.0139876,1384.73,8.70445,6.1676,42.6782,43.8245,143.1,67.2374,59.7661,55.8945,114.48,128.22,142.597,0.0125631,62.8792,45.0068,66.6242,8.69456,99.8829,5.3385,1.55052,1.7,3.31428,0.292677
12/2/15 12:00,325.092,46.0465,2093.52,1363.67,98.8695,95.3322,55.911,41.0216,53.3512,6.81034,10.9171,8.12338,8.2297,42.3089,41.0385,52.072,15.9027,49.4982,49.6269,50.8379,51.3859,0.0136814,1407.35,8.65206,5.98912,42.8536,43.8349,143.234,68.3772,60.0876,55.9412,119.733,128.647,142.616,0.0125001,62.8758,45.0068,68.0191,8.68198,100.123,5.47101,1.51409,1.7,3.28809,0.293247
12/2/15 13:00,326.617,45.8941,2092.34,2043.87,98.3177,95.8798,55.5343,40.9887,53.4184,6.75754,10.3964,8.40566,8.42134,42.2178,40.9869,51.8699,15.9331,49.4749,49.6131,50.824,51.3771,0.0141675,1490.07,8.73763,6.03716,42.7469,43.81,142.917,68.2196,60.2013,55.9513,118.873,129.036,142.361,0.0127564,62.8809,45.0068,67.1205,8.71082,99.8242,5.36851,1.52602,1.7,3.32206,0.293554
12/2/15 14:00,326.173,45.9747,2102.22,2023.55,98.0235,95.2039,55.1748,40.9981,53.8624,6.68517,10.357,8.12338,8.42134,42.2482,41.0105,52.4359,16.0243,49.4748,49.6108,50.8405,51.3816,0.0139244,1482.07,8.77728,5.97104,42.7651,43.802,143.1,68.9101,60.3956,55.9794,120.419,128.821,142.437,0.0127106,62.8673,45.0068,67.9309,8.7039,100.235,5.40982,1.55107,1.7,3.3275,0.291881
12/2/15 15:00,322.059,46.0244,2105.97,2190.18,97.9348,94.8939,55.2892,41.0075,53.4408,6.64803,10.5503,8.12338,8.4135,42.2105,41.0156,51.9676,16.085,49.4819,49.6131,50.85,51.3767,0.0166567,1598.55,9.0796,6.12651,42.7684,43.7947,140.484,66.1688,59.2789,55.9228,72.2572,94.7373,139.936,0.0151047,62.8639,45.0068,68.3221,8.69693,100.19,5.28823,1.52646,1.7,3.28851,0.294647
12/2/15 16:00,322.343,46.0388,2102.69,2201.86,97.5974,94.5934,55.1683,41.0121,53.4788,6.61075,10.357,8.12338,8.13906,42.2178,40.9825,52.1282,16.302,49.4797,49.6109,50.8288,51.3794,0.0163551,1522.63,8.97679,6.0735,42.7215,43.7553,140.834,65.4838,58.9571,55.9085,72.2236,91.7255,140.191,0.0148575,62.8673,45.0068,68.6631,8.70392,99.9008,5.3719,1.51882,1.7,3.30279,0.293455
12/2/15 17:00,323.7,46.0238,2098.9,1531.31,98.0238,94.4997,55.146,40.9793,53.1106,6.52708,10.357,8.39366,8.36735,42.1945,40.9724,52.0066,15.9706,49.4702,49.6015,50.8215,51.3721,0.0153829,1337.75,8.84226,6.33556,42.7611,43.718,141.882,65.4416,58.9382,55.8707,80.4199,108.717,141.295,0.0138285,62.8703,45.0068,66.6758,8.70712,100.121,5.36782,1.53692,1.7,3.30226,0.291936
12/2/15 18:00,325.157,45.9857,2100.7,2153.07,98.7429,95.4062,55.1405,40.9981,53.4544,6.70012,10.357,8.12338,8.42134,42.2482,40.9969,52.4435,16.0243,49.4819,49.6131,50.8475,51.398,0.0156259,1613.74,8.8599,6.32021,42.8106,43.7858,141.469,64.9677,58.7489,55.8707,73.0043,100.459,140.729,0.014256,62.8724,45.0068,69.4179,8.70182,100.193,5.34299,1.51991,1.7,3.29297,0.293415
12/2/15 19:00,326.127,46.1264,2096.85,2077.78,98.0528,95.3234,55.0721,40.9981,53.6664,6.70127,10.6331,8.4198,8.4135,42.2256,41.0247,52.5797,15.9635,49.4914,49.632,50.85,51.4006,0.0153829,1569.37,8.97776,6.50048,42.7814,43.7942,141.647,64.7747,58.6732,55.8707,74.2691,105.569,141.116,0.0140227,62.8775,45.0068,68.0638,8.68337,99.4382,5.39846,1.54122,1.7,3.32603,0.292289
12/2/15 20:00,327.655,45.9812,2097.92,2073.97,98.5445,95.2087,55.1237,40.9888,53.8485,6.75177,10.6331,8.40566,8.66689,42.2482,40.9893,52.6481,15.9939,49.5033,49.6414,50.8595,51.41,0.0151398,1565.1,8.79343,6.57602,42.8219,43.794,141.964,64.7887,58.6922,55.9085,82.7009,108.975,141.399,0.0137515,62.8775,45.0068,67.5131,8.71131,100.075,5.35684,1.54276,1.7,3.32495,0.290576
12/2/15 21:00,323.62,46.0955,2097.79,1660.42,98.5219,95.1646,55.2154,41.0123,53.6253,6.71471,10.6331,8.41739,8.3881,42.2254,41.0247,51.5884,15.6293,49.5126,49.6344,50.8524,51.4006,0.0148967,1471.96,8.85218,6.44612,42.8619,43.8856,142.348,65.1054,58.9004,55.9132,81.3056,122.83,141.852,0.0132665,62.8758,45.0068,66.5101,8.6934,100.197,5.38085,1.53699,1.7,3.28475,0.294063
12/2/15 22:00,326.234,45.9854,2098.25,2119.54,98.458,95.4029,55.4179,40.9745,53.1625,6.69317,10.6331,8.40566,8.4135,42.2178,40.9844,52.3523,15.447,49.5008,49.632,50.8289,51.3911,0.0146536,1459.49,8.75231,6.57413,42.7841,43.802,142.432,65.1339,58.9144,55.8896,83.4177,120.219,141.814,0.0132508,62.8724,45.0068,67.6348,8.69092,100.122,5.42881,1.52346,1.7,3.31343,0.292437
12/2/15 23:00,324.669,46.0503,2097.91,2103.83,97.9513,95.1066,55.4112,41.031,53.2118,6.73594,10.8321,8.4168,8.47827,42.2786,41.0314,51.8403,15.1389,49.5386,49.6643,50.8757,51.4263,0.0153829,1554.29,8.82404,6.41228,42.88,43.8843,141.83,64.8644,58.7679,55.9274,78.0249,109.595,141.417,0.0136903,62.8724,45.0068,66.5119,8.69608,99.9345,5.28351,1.53782,1.7,3.31459,0.292934
12/3/15 0:00,324.494,45.8386,2098.27,1790.58,98.3007,94.6761,55.0089,40.9793,53.4562,6.60771,10.4949,8.40566,8.39741,42.1954,40.9754,51.114,14.6831,49.5222,49.6414,50.855,51.4055,0.0153829,1472.46,8.85784,6.39083,42.7419,43.7876,141.764,64.7131,58.6872,55.9085,73.8126,104.535,141.162,0.01396,62.8707,45.0068,69.2168,8.71474,100.086,5.37064,1.54085,1.7,3.30104,0.291765
12/3/15 1:00,328.354,45.8641,2106.17,1222.96,98.4658,95.1883,55.3156,40.9793,53.0432,6.6902,10.7204,8.40566,8.4135,42.2097,40.968,52.0969,14.6527,49.5128,49.6345,50.843,51.4031,0.0156259,1454.15,8.88412,6.50912,42.7464,43.7412,141.536,64.4434,58.5546,55.8896,73.6233,103.652,141.012,0.0140762,62.8775,45.0068,66.6335,8.70304,99.8768,5.31643,1.53181,1.7,3.3347,0.289895
12/3/15 2:00,326.718,46.0163,2103.29,2148.52,98.0004,95.1522,55.0536,40.9981,53.6166,6.72925,10.8707,8.40165,8.18192,42.2482,41.0247,52.0442,14.5086,49.541,49.6603,50.8809,51.4315,0.0151398,1532.32,8.86414,6.64144,42.7424,43.7871,142.031,64.543,58.6164,55.9085,78.4238,110.491,141.408,0.0137668,62.8741,45.0068,68.9094,8.69135,100.201,5.26753,1.53289,1.69286,3.33384,0.291237
12/3/15 3:00,324.426,45.9591,2100.71,1124.84,97.722,95.1068,55.2273,41.0263,53.088,6.71438,10.8451,8.41733,8.4135,42.2786,40.9939,51.8089,14.2916,49.5457,49.6509,50.869,51.4195,0.0153829,1500.34,8.80652,6.55641,42.8146,43.9002,141.83,64.4722,58.5645,55.9085,77.4491,108.12,141.351,0.0137264,62.8745,45.0068,67.5112,8.69594,99.7221,5.28897,1.54019,1.67857,3.31989,0.293154
12/3/15 4:00,324.517,46.0047,2102.76,2163.55,98.1553,95.2801,55.2544,41.0027,53.2756,6.71522,10.6512,8.68794,8.13522,42.2404,40.9891,52.4435,14.0711,49.5268,49.6414,50.8595,51.4125,0.0148967,1449.34,8.78301,6.49573,42.7963,43.7567,142.115,64.5241,58.5927,55.8896,83.9559,111.31,141.531,0.0135503,62.8741,45.0068,69.6764,8.69725,99.7663,5.1565,1.53073,1.66429,3.30616,0.293605
12/3/15 5:00,323.417,45.9821,2096.29,1456.41,98.7572,95.3825,55.0861,40.9981,53.3619,6.6083,10.6331,8.40566,8.13122,42.2482,40.9869,52.2948,14.1851,49.5386,49.6509,50.869,51.4124,0.0146536,1524.39,8.80205,6.71781,42.817,43.802,142.365,64.8076,58.7868,55.9132,81.9906,121.329,141.899,0.0132212,62.8809,45.0068,66.3566,8.6826,100.397,5.21744,1.55276,1.65,3.27487,0.294921
